[07-Mar-2015 20:16:29 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[07-Mar-2015 20:16:33 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[07-Mar-2015 20:16:33 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[07-Mar-2015 20:16:34 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[07-Mar-2015 20:16:34 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:41:58 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:00 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:00 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:01 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:01 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:01 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:11 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:30 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:31 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:32 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:32 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:33 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:42:38 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:45:51 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:51:26 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:51:37 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:11 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:12 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:13 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:13 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:13 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:13 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:14 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:14 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:14 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:53:41 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[09-Mar-2015 19:54:57 Europe/Berlin] PHP Warning:  Illegal string offset 'state' in /var/www/html/xNova/ajax.php on line 111
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist_on' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 376
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 377
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 378
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'kick' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 379
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'righthand' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 380
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'close' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 381
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 382
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'changeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 383
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 384
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 252
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 256
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 260
[12-Mar-2015 10:52:03 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 264
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist_on' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 376
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 377
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 378
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'kick' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 379
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'righthand' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 380
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'close' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 381
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 382
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'changeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 383
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 384
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 252
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 256
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 260
[12-Mar-2015 10:54:47 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 264
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist_on' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 376
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 377
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 378
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'kick' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 379
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'righthand' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 380
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'close' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 381
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 382
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'changeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 383
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 384
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 252
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 256
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 260
[12-Mar-2015 12:03:06 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 264
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist_on' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 376
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 377
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 378
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'kick' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 379
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'righthand' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 380
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'close' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 381
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 382
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'changeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 383
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 384
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 252
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 256
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 260
[12-Mar-2015 12:10:30 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/cache/3bc5e6a145142a8cdffbe040e799486703926cef.file.alliance_frontpage.tpl.php on line 264
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist_on' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 376
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 377
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 378
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'kick' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 379
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'righthand' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 380
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'close' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 381
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 382
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'changeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 383
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 384
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'admin' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 553
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 916
[12-Mar-2015 12:10:37 Europe/Berlin] PHP Warning:  Illegal string offset 'changeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 916
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist_on' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 376
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'memberlist' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 377
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'roundmail' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 378
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'kick' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 379
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'righthand' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 380
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'close' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 381
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'seeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 382
[12-Mar-2015 12:10:56 Europe/Berlin] PHP Warning:  Illegal string offset 'changeapply' in /var/www/html/xNova/includes/pages/class.ShowAlliancePage.php on line 383
